Gene,Transcript,Cluster
Blcap,ENSMUST00000109528.9,nucleoplasm_positive
Blcap,ENSMUST00000109528.9,nucleus_positive
Bmpr1b,ENSMUST00000029948.15,ER_negative
Bmpr1b,ENSMUST00000029948.15,chromatin_positive
Bmpr1b,ENSMUST00000029948.15,nucleus_positive
Bmpr1b,ENSMUST00000098568.8,ER_negative
Bmpr1b,ENSMUST00000098568.8,nucleus_positive
Bmpr1b,ENSMUST00000106230.2,ER_negative
Bmpr1b,ENSMUST00000106230.2,nucleus_positive
Bmpr1b,ENSMUST00000106232.8,ER_negative
Bmpr1b,ENSMUST00000106232.8,nucleus_positive
Bmpr1b,ENSMUST00000131273.8,ER_negative
Bmpr1b,ENSMUST00000131273.8,nucleus_positive
Btbd17,ENSMUST00000000206.4,nucleus_positive
Btbd17,ENSMUST00000141386.2,ER_negative
Btbd17,ENSMUST00000156053.8,nucleoplasm_negative
Btbd17,ENSMUST00000156053.8,nucleus_positive
Btbd17,ENSMUST00000156192.2,nucleoplasm_negative
Btbd17,ENSMUST00000156192.2,nucleus_positive
Cacna1h,ENSMUST00000159048.9,ER_negative
Cacna1h,ENSMUST00000159048.9,chromatin_positive
Cacna1h,ENSMUST00000159048.9,nucleoplasm_positive
Cacna1h,ENSMUST00000159048.9,nucleus_positive
Cacna1h,ENSMUST00000159052.3,nucleoplasm_negative
Cacna1h,ENSMUST00000159052.3,nucleus_positive
Cacna1h,ENSMUST00000159331.3,ER_negative
Cacna1h,ENSMUST00000159331.3,chromatin_positive
Cacna1h,ENSMUST00000159331.3,nucleoplasm_positive
Cacna1h,ENSMUST00000159331.3,nucleus_positive
Cacna1h,ENSMUST00000159610.8,ER_negative
Cacna1h,ENSMUST00000159610.8,nucleoplasm_positive
Cacna1h,ENSMUST00000159610.8,nucleus_positive
Cacna1h,ENSMUST00000159623.3,ER_negative
Cacna1h,ENSMUST00000159623.3,chromatin_positive
Cacna1h,ENSMUST00000159623.3,nucleoplasm_positive
Cacna1h,ENSMUST00000159623.3,nucleus_positive
Cacna1h,ENSMUST00000161035.3,ER_negative
Cacna1h,ENSMUST00000161035.3,chromatin_positive
Cacna1h,ENSMUST00000161035.3,nucleoplasm_positive
Cacna1h,ENSMUST00000161035.3,nucleus_positive
Cacna1h,ENSMUST00000162820.2,nucleoplasm_negative
Cacna1h,ENSMUST00000249750.1,ER_negative
Cacna1h,ENSMUST00000249750.1,nucleoplasm_positive
Cacna1h,ENSMUST00000249750.1,nucleus_positive
Cacna1h,ENSMUST00000249751.1,ER_negative
Cacna1h,ENSMUST00000249751.1,nucleoplasm_positive
Cacna1h,ENSMUST00000249751.1,nucleus_positive
Cacna1h,ENSMUST00000249752.1,ER_negative
Cacna1h,ENSMUST00000249752.1,nucleoplasm_positive
Cacna1h,ENSMUST00000249752.1,nucleus_positive
Cacna1h,ENSMUST00000249753.1,ER_negative
Cacna1h,ENSMUST00000249753.1,nucleoplasm_positive
Cacna1h,ENSMUST00000249753.1,nucleus_positive
Cacnb3,ENSMUST00000003442.9,nucleoplasm_positive
Cacnb3,ENSMUST00000003442.9,nucleus_positive
Cacnb3,ENSMUST00000109150.9,nucleus_positive
Cacnb3,ENSMUST00000229223.2,nucleoplasm_negative
Cacnb3,ENSMUST00000230064.2,nucleoplasm_negative
Cacnb3,ENSMUST00000230064.2,nucleus_positive
Cacnb3,ENSMUST00000230490.2,nucleoplasm_negative
Cacnb3,ENSMUST00000230490.2,nucleus_positive
Cacnb3,ENSMUST00000230769.2,nucleoplasm_negative
Camk2b,ENSMUST00000002817.12,nucleus_positive
Camk2b,ENSMUST00000002817.12,ribosome_negative
Camk2b,ENSMUST00000019133.11,nucleoplasm_positive
Camk2b,ENSMUST00000019133.11,nucleus_positive
Camk2b,ENSMUST00000066431.14,mitochondrion_negative
Camk2b,ENSMUST00000090443.10,nucleus_positive
Camk2b,ENSMUST00000093355.12,nucleus_positive
Camk2b,ENSMUST00000101585.10,mitochondrion_negative
Camk2b,ENSMUST00000109812.9,mitochondrion_negative
Camk2b,ENSMUST00000109813.9,nucleus_positive
Camk2b,ENSMUST00000129098.2,ER_negative
Camk2b,ENSMUST00000129098.2,chromatin_positive
Camk2b,ENSMUST00000129098.2,cytoplasm_positive
Camk2b,ENSMUST00000129098.2,extracellular_positive
Camk2b,ENSMUST00000129098.2,nucleus_positive
Camk2b,ENSMUST00000155755.2,mitochondrion_negative
Camk2b,ENSMUST00000155755.2,nucleus_positive
Camta1,ENSMUST00000049790.14,nucleoplasm_positive
Camta1,ENSMUST00000049790.14,nucleus_positive
Camta1,ENSMUST00000097774.9,nucleoplasm_negative
Camta1,ENSMUST00000097774.9,nucleus_positive
Camta1,ENSMUST00000105668.8,nucleoplasm_positive
Camta1,ENSMUST00000105668.8,nucleus_positive
Camta1,ENSMUST00000105670.8,chromatin_positive
Camta1,ENSMUST00000105670.8,nucleoplasm_positive
Camta1,ENSMUST00000105670.8,nucleus_positive
Camta1,ENSMUST00000131948.2,nucleus_positive
Camta1,ENSMUST00000135780.2,nucleoplasm_negative
Camta1,ENSMUST00000140030.8,nucleus_positive
Camta1,ENSMUST00000143434.2,mitochondrion_negative
Camta1,ENSMUST00000143434.2,nucleus_positive
Camta1,ENSMUST00000153938.3,nucleoplasm_positive
Camta1,ENSMUST00000153938.3,nucleus_positive
Camta1,ENSMUST00000153938.3,ribosome_negative
Camta1,ENSMUST00000155685.8,ER_negative
Camta1,ENSMUST00000155685.8,nucleoplasm_negative
Camta1,ENSMUST00000185034.8,chromatin_positive
Camta1,ENSMUST00000185034.8,nucleoplasm_negative
Capg,ENSMUST00000071044.13,nucleus_positive
Capg,ENSMUST00000114071.8,nucleus_positive
Capg,ENSMUST00000114072.8,nucleus_positive
Capg,ENSMUST00000137435.2,mitochondrion_negative
Capzb,ENSMUST00000030518.16,nucleus_positive
Capzb,ENSMUST00000042675.9,nucleus_positive
Capzb,ENSMUST00000102507.10,chromatin_positive
Capzb,ENSMUST00000102507.10,nucleus_positive
Capzb,ENSMUST00000102508.10,nucleus_positive
Capzb,ENSMUST00000132385.2,nucleus_positive
Capzb,ENSMUST00000150077.2,nucleus_positive
Capzb,ENSMUST00000156760.2,nucleus_positive
Car12,ENSMUST00000071889.13,ER_positive
Car12,ENSMUST00000071889.13,nucleus_positive
Car12,ENSMUST00000085420.12,nucleus_positive
Car12,ENSMUST00000217394.2,mitochondrion_negative
Car12,ENSMUST00000217394.2,nucleoplasm_negative
Car12,ENSMUST00000217394.2,nucleus_positive
Cbfa2t2,ENSMUST00000045270.15,ER_negative
Cbfa2t2,ENSMUST00000045270.15,chromatin_positive
Cbfa2t2,ENSMUST00000045270.15,nucleus_positive
Cbfa2t2,ENSMUST00000099178.10,ER_negative
Cbfa2t2,ENSMUST00000099178.10,chromatin_positive
Cbfa2t2,ENSMUST00000099178.10,nucleus_positive
Cbfa2t2,ENSMUST00000109724.2,ER_negative
Cbfa2t2,ENSMUST00000109725.8,chromatin_positive
Cbfa2t2,ENSMUST00000109725.8,nucleus_positive
Cbfa2t2,ENSMUST00000137526.2,chromatin_positive
Cbfa2t2,ENSMUST00000137526.2,nucleus_positive
Cbfa2t2,ENSMUST00000139506.2,ER_negative
Cbfa2t2,ENSMUST00000139506.2,ribosome_negative
Ccng2,ENSMUST00000031331.13,nucleus_positive
Ccng2,ENSMUST00000130183.8,chromatin_positive
Ccng2,ENSMUST00000130183.8,nucleus_positive
Ccng2,ENSMUST00000152097.2,nucleoplasm_negative
Ccng2,ENSMUST00000153260.8,nucleoplasm_negative
Ccng2,ENSMUST00000153260.8,nucleus_positive
Cd200,ENSMUST00000023341.15,mitochondrion_negative
Cd200,ENSMUST00000166512.2,mitochondrion_negative
Cd200,ENSMUST00000167355.8,mitochondrion_negative
Cd200,ENSMUST00000167552.2,nucleus_positive
Cd200,ENSMUST00000171328.8,mitochondrion_negative
Cd200,ENSMUST00000171855.8,mitochondrion_negative
Cd47,ENSMUST00000084838.14,ER_negative
Cd47,ENSMUST00000084838.14,chromatin_positive
Cd47,ENSMUST00000229206.2,mitochondrion_negative
Cd47,ENSMUST00000230281.2,mitochondrion_negative
Cd81,ENSMUST00000037941.10,ribosome_negative
Cd81,ENSMUST00000128762.9,ribosome_negative
Cd81,ENSMUST00000132303.2,nucleus_positive
Cd81,ENSMUST00000208278.2,nucleus_positive
Cdk2,ENSMUST00000219047.2,nucleoplasm_negative
Cdk2,ENSMUST00000219047.2,nucleus_positive
Cdk2,ENSMUST00000219099.2,chromatin_positive
Cdk2,ENSMUST00000219601.2,nucleoplasm_negative
Cdkn1c,ENSMUST00000037287.8,nucleoplasm_negative
Cdkn1c,ENSMUST00000037287.8,nucleus_positive
Cdkn1c,ENSMUST00000167912.9,nucleoplasm_negative
Cdkn1c,ENSMUST00000167912.9,nucleus_positive
Cdkn1c,ENSMUST00000207910.2,nucleoplasm_negative
Cdkn1c,ENSMUST00000208137.2,nucleoplasm_negative
Celf3,ENSMUST00000029784.10,ER_negative
Celf3,ENSMUST00000029784.10,nucleoplasm_negative
Celf3,ENSMUST00000029784.10,nucleus_positive
Celf3,ENSMUST00000196985.5,ER_negative
Celf3,ENSMUST00000197558.5,nucleoplasm_positive
Celf3,ENSMUST00000197558.5,nucleus_positive
Celf3,ENSMUST00000197677.5,ER_negative
Celf3,ENSMUST00000197699.5,ER_negative
Celf3,ENSMUST00000197699.5,nucleus_positive
Celf3,ENSMUST00000198067.5,ER_negative
Celf3,ENSMUST00000198316.5,ER_negative
Celf3,ENSMUST00000198316.5,chromatin_positive
Celf3,ENSMUST00000198316.5,nucleoplasm_positive
Celf3,ENSMUST00000198316.5,nucleus_positive
Celf3,ENSMUST00000198384.3,ER_negative
Celf3,ENSMUST00000198796.5,ER_negative
Celf3,ENSMUST00000198796.5,nucleus_positive
Celf3,ENSMUST00000199148.5,ER_negative
Celf3,ENSMUST00000199148.5,nucleus_positive
Celf3,ENSMUST00000199159.5,ER_negative
Celf3,ENSMUST00000199159.5,nucleus_positive
Celf3,ENSMUST00000199775.5,ER_negative
Celf3,ENSMUST00000199775.5,nucleoplasm_positive
Celf3,ENSMUST00000199775.5,nucleus_positive
Celf3,ENSMUST00000200342.5,ER_negative
Celf3,ENSMUST00000200342.5,cytoplasm_negative
Celf3,ENSMUST00000200342.5,nucleoplasm_positive
Celf3,ENSMUST00000200342.5,nucleus_positive
Cemip2,ENSMUST00000025663.8,ER_negative
Cemip2,ENSMUST00000025663.8,chromatin_positive
Cemip2,ENSMUST00000025663.8,cytoplasm_positive
Cemip2,ENSMUST00000025663.8,nucleus_positive
Cemip2,ENSMUST00000096194.9,chromatin_positive
Cemip2,ENSMUST00000096194.9,nucleus_positive
Cemip2,ENSMUST00000236506.2,nucleus_positive
Cemip2,ENSMUST00000237802.2,nucleus_positive
Cemip2,ENSMUST00000238079.2,cytoplasm_positive
Cemip2,ENSMUST00000238079.2,nucleus_positive
Cenpi,ENSMUST00000081064.12,chromatin_positive
Cenpi,ENSMUST00000101251.8,chromatin_positive
Cenpi,ENSMUST00000144678.2,nucleus_positive
Cers6,ENSMUST00000028426.9,ER_negative
Cers6,ENSMUST00000028426.9,chromatin_positive
Cers6,ENSMUST00000028426.9,nucleus_positive
Cers6,ENSMUST00000141983.2,ER_negative
Cers6,ENSMUST00000141983.2,mitochondrion_negative
Cers6,ENSMUST00000175684.8,ER_negative
Cers6,ENSMUST00000175684.8,mitochondrion_negative
Cers6,ENSMUST00000183755.2,ER_negative
Cers6,ENSMUST00000183755.2,mitochondrion_negative
Cers6,ENSMUST00000183755.2,nucleoplasm_negative
Cers6,ENSMUST00000183755.2,nucleus_positive
Chd3,ENSMUST00000092971.13,ER_negative
Chd3,ENSMUST00000092971.13,nucleoplasm_positive
Chd3,ENSMUST00000092971.13,nucleus_positive
Chd3,ENSMUST00000108661.8,ER_negative
Chd3,ENSMUST00000108661.8,nucleoplasm_positive
Chd3,ENSMUST00000108661.8,nucleus_positive
Chd3,ENSMUST00000122992.2,ER_negative
Chd3,ENSMUST00000122992.2,cytoplasm_negative
Chd3,ENSMUST00000122992.2,nucleoplasm_negative
Chd3,ENSMUST00000122992.2,nucleus_positive
Chd3,ENSMUST00000128981.8,ER_negative
Chd3,ENSMUST00000128981.8,cytoplasm_negative
Chd3,ENSMUST00000128981.8,mitochondrion_negative
Chd3,ENSMUST00000128981.8,nucleoplasm_negative
Chd3,ENSMUST00000135909.8,ER_negative
Chd3,ENSMUST00000135909.8,cytoplasm_negative
Chd3,ENSMUST00000135909.8,nucleoplasm_negative
Chd3,ENSMUST00000135909.8,nucleus_positive
Chd3,ENSMUST00000144701.2,nucleoplasm_negative
Chd3,ENSMUST00000154046.8,nucleoplasm_negative
Chd3,ENSMUST00000154046.8,nucleus_positive
Chd3,ENSMUST00000238797.2,nucleoplasm_negative
Chd3,ENSMUST00000238797.2,nucleus_positive
Chd7,ENSMUST00000039267.10,ER_negative
Chd7,ENSMUST00000039267.10,nucleoplasm_positive
Chd7,ENSMUST00000039267.10,nucleus_positive
Chd7,ENSMUST00000051558.10,ER_negative
Chd7,ENSMUST00000051558.10,chromatin_positive
Chd7,ENSMUST00000051558.10,nucleus_positive
Chd7,ENSMUST00000127476.8,nucleus_positive
Chd7,ENSMUST00000170391.2,nucleus_positive
Chd7,ENSMUST00000170457.2,nucleus_positive
Chd7,ENSMUST00000222546.2,nucleoplasm_negative
Chga,ENSMUST00000021610.7,ER_negative
Chga,ENSMUST00000021610.7,nucleoplasm_negative
Chga,ENSMUST00000220839.2,cytoplasm_negative
Chn1,ENSMUST00000102677.11,ER_negative
Chn1,ENSMUST00000102677.11,nucleus_positive
Chn1,ENSMUST00000112024.10,ER_negative
Chn1,ENSMUST00000112024.10,membrane_negative
Chn1,ENSMUST00000112024.10,nucleus_positive
Chn1,ENSMUST00000139252.2,nucleus_positive
Chn1,ENSMUST00000154258.8,nucleoplasm_negative
Chn1,ENSMUST00000180045.8,ER_negative
Chn1,ENSMUST00000180045.8,membrane_negative
Chn1,ENSMUST00000180045.8,nucleus_positive
Chn1,ENSMUST00000229987.2,nucleus_positive
Chn1,ENSMUST00000231013.2,ER_negative
Chn1,ENSMUST00000231013.2,membrane_negative
Chn1,ENSMUST00000231013.2,nucleus_positive
Chrdl1,ENSMUST00000063029.13,nucleus_positive
Chrdl1,ENSMUST00000074660.12,nucleoplasm_negative
Chrdl1,ENSMUST00000074660.12,nucleus_positive
Chrdl1,ENSMUST00000112878.9,ER_positive
Chrdl1,ENSMUST00000112878.9,nucleoplasm_negative
Chrdl1,ENSMUST00000112878.9,nucleus_positive
Chrdl1,ENSMUST00000207415.2,nucleoplasm_negative
Chst8,ENSMUST00000078686.8,nucleus_positive
Chst8,ENSMUST00000135295.2,ribosome_negative
Chst8,ENSMUST00000205390.2,nucleus_positive
Chst8,ENSMUST00000205390.2,ribosome_negative
Chst8,ENSMUST00000206207.2,cytoplasm_negative
Chst8,ENSMUST00000206207.2,mitochondrion_negative
Chst8,ENSMUST00000206207.2,nucleoplasm_negative
Chst8,ENSMUST00000238947.2,mitochondrion_negative
Cic,ENSMUST00000005578.13,ER_negative
Cic,ENSMUST00000005578.13,extracellular_positive
Cic,ENSMUST00000005578.13,nucleoplasm_negative
Cic,ENSMUST00000005578.13,nucleus_positive
Cic,ENSMUST00000163320.8,ER_negative
Cic,ENSMUST00000163320.8,extracellular_positive
Cic,ENSMUST00000163320.8,nucleoplasm_positive
Cic,ENSMUST00000163320.8,nucleus_positive
Cic,ENSMUST00000163819.2,nucleoplasm_negative
Cic,ENSMUST00000165239.3,ribosome_negative
Cic,ENSMUST00000167162.2,nucleus_positive
Cic,ENSMUST00000167379.2,extracellular_positive
Cic,ENSMUST00000167379.2,nucleoplasm_positive
Cic,ENSMUST00000167379.2,nucleus_positive
Cic,ENSMUST00000169266.8,extracellular_positive
Cic,ENSMUST00000169266.8,nucleoplasm_negative
Cic,ENSMUST00000169266.8,nucleus_positive
Cic,ENSMUST00000169392.2,nucleoplasm_negative
Cic,ENSMUST00000169392.2,nucleus_positive
Cic,ENSMUST00000169743.2,nucleoplasm_negative
Cic,ENSMUST00000169743.2,nucleus_positive
Cic,ENSMUST00000170500.2,extracellular_positive
Cic,ENSMUST00000170500.2,nucleoplasm_negative
Cic,ENSMUST00000170500.2,nucleus_positive
Ckb,ENSMUST00000001304.9,nucleus_positive
Ckb,ENSMUST00000222513.2,nucleoplasm_negative
Ckb,ENSMUST00000222513.2,nucleus_positive
Ckb,ENSMUST00000222705.2,nucleus_positive
Clcn4,ENSMUST00000000619.8,cytoplasm_negative
Clcn4,ENSMUST00000000619.8,nucleus_positive
Clcn4,ENSMUST00000209916.2,cytoplasm_negative
Clcn4,ENSMUST00000210061.2,cytoplasm_negative
Clcn4,ENSMUST00000210444.2,chromatin_positive
Clcn4,ENSMUST00000210444.2,cytoplasm_negative
Clcn4,ENSMUST00000210444.2,nucleus_positive
Clcn4,ENSMUST00000210594.2,nucleus_positive
Clcn4,ENSMUST00000210809.2,cytoplasm_negative
Clcn4,ENSMUST00000210809.2,nucleus_positive
Clcn4,ENSMUST00000210989.2,nucleus_positive
Clcn4,ENSMUST00000211551.2,nucleus_positive
Clcn4,ENSMUST00000211574.2,cytoplasm_negative
Clmp,ENSMUST00000034522.8,ER_negative
Clmp,ENSMUST00000034522.8,nucleus_positive
Clmp,ENSMUST00000134153.2,ER_negative
Clmp,ENSMUST00000134153.2,nucleoplasm_negative
Clmp,ENSMUST00000139577.2,nucleus_positive
Clpb,ENSMUST00000001884.14,chromatin_negative
Clpb,ENSMUST00000001884.14,nucleolus_negative
Clpb,ENSMUST00000001884.14,nucleoplasm_positive
Clpb,ENSMUST00000106998.8,nucleoplasm_positive
Clpb,ENSMUST00000142803.8,nucleus_positive
Clpb,ENSMUST00000209579.2,chromatin_positive
Clpb,ENSMUST00000209579.2,nucleoplasm_positive
Clpb,ENSMUST00000209579.2,nucleus_positive
Clta,ENSMUST00000107845.4,nucleus_positive
Clta,ENSMUST00000107846.10,ER_negative
Clta,ENSMUST00000107846.10,nucleoplasm_negative
Clta,ENSMUST00000107846.10,nucleus_positive
Clta,ENSMUST00000107847.10,nucleus_positive
Clta,ENSMUST00000107849.10,nucleus_positive
Clta,ENSMUST00000107851.10,nucleus_positive
Clta,ENSMUST00000170241.8,nucleus_positive
Cnp,ENSMUST00000103120.5,nucleus_positive
Cnp,ENSMUST00000147403.2,nucleoplasm_negative
Cnp,ENSMUST00000150414.8,ER_negative
Cnp,ENSMUST00000150414.8,nucleoplasm_positive
Cnp,ENSMUST00000150414.8,nucleus_positive
Cntfr,ENSMUST00000064443.13,mitochondrion_negative
Cntfr,ENSMUST00000064443.13,nucleus_positive
Cntfr,ENSMUST00000064443.13,ribosome_negative
Cntfr,ENSMUST00000102961.10,ER_negative
Cntfr,ENSMUST00000102961.10,chromatin_positive
Cntfr,ENSMUST00000102961.10,extracellular_positive
Cntfr,ENSMUST00000102961.10,nucleus_positive
Cntfr,ENSMUST00000102962.10,ER_negative
Cntfr,ENSMUST00000102962.10,chromatin_positive
Cntfr,ENSMUST00000102962.10,extracellular_positive
Cntfr,ENSMUST00000102962.10,nucleus_positive
Cntfr,ENSMUST00000145379.2,nucleus_positive
Cntfr,ENSMUST00000151181.2,extracellular_positive
Cntfr,ENSMUST00000151181.2,mitochondrion_negative
Col14a1,ENSMUST00000023053.12,ER_negative
Col14a1,ENSMUST00000023053.12,chromatin_positive
Col14a1,ENSMUST00000023053.12,nucleoplasm_positive
Col14a1,ENSMUST00000023053.12,nucleus_positive
Col14a1,ENSMUST00000110221.10,ER_negative
Col14a1,ENSMUST00000110221.10,chromatin_positive
Col14a1,ENSMUST00000110221.10,nucleoplasm_positive
Col14a1,ENSMUST00000110221.10,nucleus_positive
Col14a1,ENSMUST00000125416.2,nucleus_positive
Col15a1,ENSMUST00000082303.13,chromatin_positive
Col15a1,ENSMUST00000082303.13,cytoplasm_positive
Col15a1,ENSMUST00000082303.13,nucleoplasm_positive
Col15a1,ENSMUST00000082303.13,nucleus_positive
Col15a1,ENSMUST00000102917.11,ER_negative
Col15a1,ENSMUST00000102917.11,chromatin_positive
Col15a1,ENSMUST00000102917.11,cytoplasm_positive
Col15a1,ENSMUST00000102917.11,nucleoplasm_positive
Col15a1,ENSMUST00000102917.11,nucleus_positive
Col15a1,ENSMUST00000107731.9,nucleoplasm_positive
Col15a1,ENSMUST00000107731.9,nucleus_positive
Col15a1,ENSMUST00000140094.2,ER_negative
Col15a1,ENSMUST00000148103.8,chromatin_negative
Col18a1,ENSMUST00000072755.12,extracellular_positive
Col18a1,ENSMUST00000072755.12,mitochondrion_negative
Col18a1,ENSMUST00000072755.12,nucleoplasm_negative
Col18a1,ENSMUST00000072755.12,ribosome_negative
Col18a1,ENSMUST00000081654.13,extracellular_positive
Col18a1,ENSMUST00000081654.13,nucleoplasm_positive
Col18a1,ENSMUST00000105409.8,extracellular_positive
Col18a1,ENSMUST00000105409.8,nucleoplasm_positive
Col18a1,ENSMUST00000156009.2,extracellular_positive
Col18a1,ENSMUST00000156009.2,mitochondrion_negative
Col18a1,ENSMUST00000218407.2,mitochondrion_negative
Col1a2,ENSMUST00000031668.10,nucleoplasm_negative
Col1a2,ENSMUST00000031668.10,nucleus_positive
Col1a2,ENSMUST00000132029.2,membrane_negative
Col1a2,ENSMUST00000132029.2,nucleus_positive
Col1a2,ENSMUST00000138511.8,nucleus_positive
Col1a2,ENSMUST00000155687.3,nucleus_positive
Col26a1,ENSMUST00000057497.13,nucleoplasm_positive
Col26a1,ENSMUST00000057497.13,nucleus_positive
Col26a1,ENSMUST00000111103.2,nucleoplasm_positive
Col26a1,ENSMUST00000111103.2,nucleus_positive
Col26a1,ENSMUST00000147083.2,mitochondrion_negative
Col26a1,ENSMUST00000147083.2,nucleoplasm_negative
Col26a1,ENSMUST00000156962.9,nucleus_positive
Col26a1,ENSMUST00000196053.2,chromatin_positive
Col26a1,ENSMUST00000196053.2,mitochondrion_negative
Col26a1,ENSMUST00000196053.2,nucleus_positive
Col27a1,ENSMUST00000036300.13,ER_negative
Col27a1,ENSMUST00000036300.13,chromatin_negative
Col27a1,ENSMUST00000036300.13,nucleoplasm_negative
Col27a1,ENSMUST00000036300.13,nucleus_positive
Col27a1,ENSMUST00000125504.8,cytoplasm_negative
Col27a1,ENSMUST00000125504.8,nucleoplasm_negative
Col27a1,ENSMUST00000125504.8,nucleus_positive
Col27a1,ENSMUST00000148751.2,nucleoplasm_positive
Col27a1,ENSMUST00000148751.2,nucleus_positive
Col27a1,ENSMUST00000149856.2,ER_negative
Col27a1,ENSMUST00000149856.2,chromatin_negative
Col27a1,ENSMUST00000149856.2,nucleoplasm_negative
Col27a1,ENSMUST00000149856.2,nucleus_positive
Col27a1,ENSMUST00000151992.2,nucleoplasm_negative
Col27a1,ENSMUST00000183913.8,ER_negative
Col27a1,ENSMUST00000183913.8,chromatin_negative
Col27a1,ENSMUST00000183913.8,nucleoplasm_negative
Col27a1,ENSMUST00000184067.8,ER_negative
Col27a1,ENSMUST00000184067.8,chromatin_negative
Col27a1,ENSMUST00000184067.8,nucleoplasm_negative
Col2a1,ENSMUST00000023123.15,chromatin_positive
Col2a1,ENSMUST00000023123.15,nucleoplasm_positive
Col2a1,ENSMUST00000023123.15,nucleus_positive
Col2a1,ENSMUST00000088355.12,nucleus_positive
Col2a1,ENSMUST00000127879.2,nucleoplasm_negative
Col2a1,ENSMUST00000131560.3,mitochondrion_negative
Col2a1,ENSMUST00000131910.8,ER_negative
Col2a1,ENSMUST00000133488.8,mitochondrion_negative
Col2a1,ENSMUST00000139246.8,mitochondrion_negative
Col2a1,ENSMUST00000140064.2,nucleus_positive
Col2a1,ENSMUST00000230148.2,chromatin_positive
Col2a1,ENSMUST00000230148.2,nucleoplasm_positive
Col2a1,ENSMUST00000230148.2,nucleus_positive
Col4a1,ENSMUST00000033898.10,ER_negative
Col4a1,ENSMUST00000033898.10,nucleoplasm_positive
Col4a1,ENSMUST00000033898.10,nucleus_positive
Col4a1,ENSMUST00000130488.3,nucleoplasm_negative
Col4a1,ENSMUST00000130488.3,nucleus_positive
Col4a1,ENSMUST00000208095.2,nucleoplasm_negative
Col4a1,ENSMUST00000209000.2,nucleoplasm_negative
Col4a1,ENSMUST00000209598.2,nucleoplasm_negative
Col4a1,ENSMUST00000209598.2,nucleus_positive
Col4a1,ENSMUST00000209735.2,ER_negative
Col4a1,ENSMUST00000209735.2,nucleoplasm_positive
Col4a1,ENSMUST00000209735.2,nucleus_positive
Col9a2,ENSMUST00000030372.6,nucleoplasm_negative
Col9a2,ENSMUST00000030372.6,nucleus_positive
Col9a2,ENSMUST00000151987.2,ER_negative
Col9a3,ENSMUST00000103059.2,ER_negative
Col9a3,ENSMUST00000103059.2,extracellular_positive
Col9a3,ENSMUST00000103059.2,nucleoplasm_positive
Col9a3,ENSMUST00000129090.2,ER_negative
Col9a3,ENSMUST00000129090.2,extracellular_positive
Col9a3,ENSMUST00000132527.9,ER_negative
Col9a3,ENSMUST00000132527.9,extracellular_positive
Col9a3,ENSMUST00000132527.9,nucleoplasm_negative
Col9a3,ENSMUST00000132527.9,nucleus_positive
Col9a3,ENSMUST00000165224.2,nucleoplasm_negative
Col9a3,ENSMUST00000165879.8,nucleoplasm_negative
Cop1,ENSMUST00000076894.11,chromatin_positive
